customer_id,tenure,monthly_charges,total_charges,contract,usage_frequency,support_tickets,engagement_score,last_activity_days,churn,cluster,segment_name
CUS-001041,25,23.31,605.47,One year,Low,9,36,9,0,2,Mid Value / Moderate
CUS-001042,22,103.56,2233.79,One year,Medium,6,19,31,0,3,New / At-Risk
CUS-001043,4,136.06,552.47,Month-to-month,Medium,4,15,27,1,3,New / At-Risk
CUS-001044,26,135.03,3595.25,One year,Low,4,70,49,0,0,High Value / Loyal
CUS-001045,58,110.94,6620.28,One year,Medium,1,57,32,0,1,Low Value / Dormant
CUS-001046,29,80.55,2451.53,Month-to-month,High,0,69,59,0,0,High Value / Loyal
CUS-001047,37,86.56,3299.98,Two year,Medium,3,53,37,0,2,Mid Value / Moderate
CUS-001048,70,37.8,2687.51,One year,Low,9,69,21,1,2,Mid Value / Moderate
CUS-001049,18,64.33,1203.77,Month-to-month,Low,7,2,0,0,3,New / At-Risk
CUS-001050,42,44.4,1940.67,One year,Medium,2,18,34,0,2,Mid Value / Moderate
CUS-001051,41,126.76,5442.9,One year,Medium,5,32,57,1,1,Low Value / Dormant
CUS-001052,38,138.92,5424.83,Two year,High,9,29,44,1,1,Low Value / Dormant
CUS-001053,34,89.8,2960.06,One year,High,1,49,11,0,3,New / At-Risk
CUS-001054,17,114.61,1989.24,Month-to-month,Medium,8,84,55,1,0,High Value / Loyal
CUS-001055,37,35.79,1267.98,Month-to-month,Medium,8,83,45,1,0,High Value / Loyal
CUS-001056,25,99.11,2432.63,Month-to-month,Medium,3,80,24,0,0,High Value / Loyal
CUS-001057,27,111.36,2891.28,Month-to-month,Medium,7,75,27,1,0,High Value / Loyal
CUS-001058,57,78.86,4697.26,One year,Low,1,60,55,0,2,Mid Value / Moderate
CUS-001059,31,51.63,1574.58,Month-to-month,Medium,9,28,16,1,3,New / At-Risk
CUS-001060,6,134.06,821.5,Month-to-month,Medium,1,86,15,0,0,High Value / Loyal
CUS-001061,40,116.58,4696.38,One year,Medium,5,27,31,0,1,Low Value / Dormant
CUS-001062,12,136.98,1579.26,Month-to-month,Low,1,81,58,0,0,High Value / Loyal
CUS-001063,53,126.39,6739.89,Month-to-month,High,0,8,44,0,1,Low Value / Dormant
CUS-001064,71,148.75,10731.22,One year,High,9,72,3,0,1,Low Value / Dormant
CUS-001065,10,44.98,466.99,Month-to-month,Medium,1,23,46,1,3,New / At-Risk
CUS-001066,45,31.28,1346.97,One year,Low,1,32,59,1,2,Mid Value / Moderate
CUS-001067,17,63.81,1062.61,One year,Medium,4,15,40,0,3,New / At-Risk
CUS-001068,26,36.77,974.42,Two year,High,5,91,48,1,0,High Value / Loyal
CUS-001069,62,88.01,5202.34,Month-to-month,High,2,68,59,0,1,Low Value / Dormant
CUS-001070,46,102.29,4566.02,Month-to-month,Low,7,40,10,1,1,Low Value / Dormant
CUS-001071,64,95.18,5919.99,One year,Medium,1,96,19,0,1,Low Value / Dormant
CUS-001072,2,53.7,109.22,Month-to-month,High,9,57,25,1,0,High Value / Loyal
CUS-001073,54,138.15,7300.27,Month-to-month,Medium,2,47,6,0,1,Low Value / Dormant
CUS-001074,65,22.75,1493.64,Month-to-month,Low,3,10,30,1,2,Mid Value / Moderate
CUS-001075,51,65.24,3482.17,One year,High,4,56,6,0,2,Mid Value / Moderate
CUS-001076,53,113.47,6190.21,Two year,Medium,4,92,54,0,1,Low Value / Dormant
CUS-001077,36,119.7,4237.22,Two year,Medium,5,52,57,0,1,Low Value / Dormant
CUS-001078,26,74.1,1921.16,Two year,Medium,3,96,3,1,0,High Value / Loyal
CUS-001079,29,22.2,624.48,Month-to-month,High,9,96,7,0,0,High Value / Loyal
CUS-001080,21,100.35,2005.21,One year,Medium,6,63,50,0,0,High Value / Loyal
CUS-001081,11,28.2,303.7,Month-to-month,Medium,7,51,13,0,0,High Value / Loyal
CUS-001082,40,34.02,1343.08,Two year,High,3,79,56,0,2,Mid Value / Moderate
CUS-001083,11,104.53,1157.26,Two year,High,8,70,21,0,0,High Value / Loyal
CUS-001084,36,60.62,2279.36,Two year,Medium,5,9,22,0,3,New / At-Risk
CUS-001085,59,65.24,4021.79,Two year,Medium,7,94,24,0,2,Mid Value / Moderate
CUS-001086,39,83.28,3108.47,One year,Low,8,41,35,1,2,Mid Value / Moderate
CUS-001087,54,147.22,8040.76,One year,Medium,0,40,52,0,1,Low Value / Dormant
CUS-001088,55,145.51,7636.66,Two year,Medium,4,16,48,0,1,Low Value / Dormant
CUS-001089,24,74.11,1805.07,One year,Low,6,25,25,1,3,New / At-Risk
CUS-001090,22,54.51,1153.48,Two year,Medium,9,10,23,0,3,New / At-Risk
CUS-001091,69,59.34,4277.02,Two year,High,1,30,17,0,2,Mid Value / Moderate
CUS-001092,56,54.94,3188.82,One year,High,6,9,20,0,2,Mid Value / Moderate
CUS-001093,33,89.19,2802.74,Month-to-month,Medium,6,40,46,1,3,New / At-Risk
CUS-001094,36,98.89,3660.55,Month-to-month,Medium,2,57,4,0,0,High Value / Loyal
CUS-001095,20,83.54,1693.53,Month-to-month,Medium,8,46,14,1,3,New / At-Risk
CUS-001096,62,73.04,4526.34,Month-to-month,Low,6,7,30,1,2,Mid Value / Moderate
CUS-001097,26,47.47,1246.81,Month-to-month,Medium,9,43,25,0,3,New / At-Risk
CUS-001098,66,82.73,5557.22,One year,High,4,48,3,0,1,Low Value / Dormant
CUS-001099,40,64.34,2672.68,Month-to-month,High,6,76,3,0,2,Mid Value / Moderate
CUS-001100,17,90.41,1578.02,Two year,High,6,57,43,1,0,High Value / Loyal
CUS-001101,1,107.77,108.59,Month-to-month,High,5,17,49,0,3,New / At-Risk
CUS-001102,61,102.33,6444.8,Two year,Low,3,25,18,0,1,Low Value / Dormant
CUS-001103,43,80.12,3613.08,Month-to-month,High,7,7,25,1,3,New / At-Risk
CUS-001104,42,92.29,3798.6,One year,Medium,1,55,49,0,2,Mid Value / Moderate
CUS-001105,25,57.03,1371.38,One year,High,7,19,32,1,3,New / At-Risk
CUS-001106,39,23.15,923.8,One year,Medium,4,81,3,0,2,Mid Value / Moderate
CUS-001107,35,101.25,3713.45,One year,Medium,6,32,56,1,3,New / At-Risk
CUS-001108,3,52.83,152.43,Month-to-month,Low,2,87,46,1,0,High Value / Loyal
CUS-001109,44,106.96,4674.27,Month-to-month,Low,6,32,37,1,1,Low Value / Dormant
CUS-001110,51,117.11,5711.22,Month-to-month,Medium,8,26,23,0,1,Low Value / Dormant
CUS-001111,12,139.07,1715.0,Month-to-month,High,6,72,30,0,0,High Value / Loyal
CUS-001112,19,144.56,2869.8,One year,Medium,0,22,33,1,3,New / At-Risk
CUS-001113,44,21.37,940.11,One year,Low,8,55,33,0,2,Mid Value / Moderate
CUS-001114,59,148.75,8696.76,Two year,Medium,6,57,1,1,1,Low Value / Dormant
CUS-001115,49,108.79,5548.17,Two year,Medium,1,8,42,1,1,Low Value / Dormant
CUS-001116,61,103.66,6091.33,Month-to-month,Medium,4,46,7,1,1,Low Value / Dormant
CUS-001117,17,21.98,388.25,Month-to-month,Low,9,5,48,1,3,New / At-Risk
CUS-001118,57,131.96,7440.6,One year,Medium,1,12,20,0,1,Low Value / Dormant
CUS-001119,55,38.91,2152.98,Month-to-month,High,6,27,11,0,2,Mid Value / Moderate
CUS-001120,47,128.85,6073.22,One year,High,8,84,35,0,1,Low Value / Dormant
CUS-001121,12,22.02,267.34,One year,Medium,3,11,58,1,3,New / At-Risk
CUS-001122,62,103.98,6731.49,One year,High,2,36,0,0,1,Low Value / Dormant
CUS-001123,8,76.52,639.81,Two year,Medium,5,52,59,0,0,High Value / Loyal
CUS-001124,21,46.1,1000.15,Two year,High,7,2,41,1,3,New / At-Risk
CUS-001125,70,33.98,2305.43,Two year,Medium,7,74,38,1,2,Mid Value / Moderate
CUS-001126,25,77.22,1898.28,Two year,Low,7,71,15,0,0,High Value / Loyal
CUS-001127,12,36.03,431.83,Two year,Medium,4,12,48,1,3,New / At-Risk
CUS-001128,15,83.24,1299.2,Month-to-month,High,5,55,5,0,0,High Value / Loyal
CUS-001129,59,101.28,5987.88,Two year,Low,1,80,59,1,1,Low Value / Dormant
CUS-001130,26,127.56,3474.9,Month-to-month,Low,5,31,32,0,3,New / At-Risk
CUS-001131,26,108.22,2949.98,One year,High,4,91,42,0,0,High Value / Loyal
CUS-001132,47,28.48,1351.56,Month-to-month,Low,2,32,12,1,2,Mid Value / Moderate
CUS-001133,32,59.97,1991.36,Month-to-month,Medium,7,64,44,1,0,High Value / Loyal
CUS-001134,10,57.44,603.05,Month-to-month,High,3,91,8,1,0,High Value / Loyal
CUS-001135,16,138.95,2301.02,Month-to-month,High,1,59,34,0,0,High Value / Loyal
CUS-001136,71,132.81,9577.59,Month-to-month,High,2,25,27,1,1,Low Value / Dormant
CUS-001137,17,68.12,1197.99,Month-to-month,Medium,1,69,33,1,0,High Value / Loyal
CUS-001138,23,29.25,644.68,Two year,Low,1,68,31,1,0,High Value / Loyal
CUS-001139,26,136.23,3589.84,Two year,High,2,44,54,1,3,New / At-Risk
CUS-001140,7,135.46,921.37,One year,High,6,43,0,0,3,New / At-Risk
CUS-001141,14,131.12,1765.16,Two year,Medium,9,15,38,0,3,New / At-Risk
CUS-001142,7,129.86,944.74,One year,High,0,13,24,1,3,New / At-Risk
CUS-001143,9,82.43,752.26,Two year,High,9,97,51,1,0,High Value / Loyal
CUS-001144,48,43.07,2014.16,One year,Medium,5,69,9,1,2,Mid Value / Moderate
CUS-001145,59,82.07,4787.51,One year,Low,0,70,1,0,1,Low Value / Dormant
CUS-001146,39,84.3,3443.21,Two year,Low,2,45,3,0,2,Mid Value / Moderate
CUS-001147,18,83.69,1561.0,Month-to-month,Medium,3,25,24,1,3,New / At-Risk
CUS-001148,59,90.04,5055.04,Month-to-month,Medium,7,25,15,1,1,Low Value / Dormant
CUS-001149,17,53.5,953.06,One year,Low,1,10,39,0,3,New / At-Risk
CUS-001150,14,67.61,934.11,Month-to-month,Medium,6,62,43,1,0,High Value / Loyal
CUS-001151,31,76.44,2416.08,Month-to-month,Medium,2,12,4,0,3,New / At-Risk
CUS-001152,24,37.05,908.01,Month-to-month,Medium,0,67,55,0,0,High Value / Loyal
CUS-001153,60,79.2,4947.47,Two year,Low,5,29,22,1,1,Low Value / Dormant
CUS-001154,45,125.36,5858.47,Two year,Medium,1,93,19,0,1,Low Value / Dormant
CUS-001155,3,127.65,374.58,Month-to-month,Low,2,43,2,1,3,New / At-Risk
CUS-001156,37,73.5,2758.66,Month-to-month,Medium,5,88,0,0,0,High Value / Loyal
CUS-001157,43,87.45,3720.17,Month-to-month,Medium,2,88,45,1,0,High Value / Loyal
CUS-001158,40,24.37,977.47,One year,Medium,4,89,50,0,2,Mid Value / Moderate
CUS-001159,55,107.68,5954.57,Month-to-month,Medium,2,37,55,1,1,Low Value / Dormant
CUS-001160,39,72.6,2802.0,Month-to-month,Medium,6,69,24,0,2,Mid Value / Moderate
CUS-001161,15,77.91,1164.46,Month-to-month,High,6,11,15,1,3,New / At-Risk
CUS-001162,4,133.58,518.73,Month-to-month,Low,0,40,40,0,3,New / At-Risk
CUS-001163,25,80.04,2022.5,Month-to-month,Medium,5,63,4,1,0,High Value / Loyal
CUS-001164,13,22.75,303.48,One year,Low,2,22,35,1,3,New / At-Risk
CUS-001165,33,49.57,1624.44,Month-to-month,Low,6,15,5,1,3,New / At-Risk
CUS-001166,16,81.83,1371.83,One year,Medium,0,9,11,0,3,New / At-Risk
CUS-001167,42,75.17,3017.41,Month-to-month,High,9,70,45,0,2,Mid Value / Moderate
CUS-001168,66,131.85,8779.56,Month-to-month,Low,2,64,22,0,1,Low Value / Dormant
CUS-001169,55,90.48,5017.89,Month-to-month,High,9,90,45,1,1,Low Value / Dormant
CUS-001170,42,109.65,4391.86,One year,High,1,6,37,0,1,Low Value / Dormant
CUS-001171,34,81.01,2678.54,One year,Medium,7,96,4,1,0,High Value / Loyal
CUS-001172,30,77.16,2408.53,Two year,Medium,7,43,1,0,3,New / At-Risk
CUS-001173,13,78.02,1018.74,Month-to-month,High,8,20,2,1,3,New / At-Risk
CUS-001174,13,73.42,948.39,Month-to-month,Medium,8,99,40,1,0,High Value / Loyal
CUS-001175,18,90.02,1606.59,Month-to-month,Medium,1,43,6,1,3,New / At-Risk
CUS-001176,32,52.56,1747.13,Month-to-month,Medium,6,62,25,1,0,High Value / Loyal
CUS-001177,39,135.84,5227.21,Month-to-month,Medium,6,67,11,0,1,Low Value / Dormant
CUS-001178,46,63.3,3016.44,Month-to-month,Medium,3,82,49,1,2,Mid Value / Moderate
CUS-001179,29,39.18,1114.49,Month-to-month,High,5,99,59,0,0,High Value / Loyal
CUS-001180,62,32.55,2024.55,One year,High,0,52,44,0,2,Mid Value / Moderate
CUS-001181,62,21.74,1300.17,One year,Medium,5,74,0,1,2,Mid Value / Moderate
CUS-001182,57,74.97,4412.26,Month-to-month,Medium,0,94,0,0,2,Mid Value / Moderate
CUS-001183,16,44.39,726.99,Month-to-month,High,4,26,32,0,3,New / At-Risk
CUS-001184,56,22.81,1281.44,One year,Medium,3,94,53,1,2,Mid Value / Moderate
CUS-001185,10,87.6,834.49,Month-to-month,Medium,5,31,52,1,3,New / At-Risk
CUS-001186,30,108.4,3245.82,One year,Medium,4,55,38,0,0,High Value / Loyal
CUS-001187,25,31.15,757.29,Two year,Medium,4,68,59,0,0,High Value / Loyal
CUS-001188,5,79.92,396.14,Two year,Medium,2,57,52,1,0,High Value / Loyal
CUS-001189,65,116.67,7853.96,Month-to-month,High,9,24,8,0,1,Low Value / Dormant
CUS-001190,49,148.15,7455.31,One year,High,1,65,0,0,1,Low Value / Dormant
CUS-001191,3,106.73,311.94,One year,Medium,6,26,14,0,3,New / At-Risk
CUS-001192,45,51.83,2445.42,Month-to-month,Medium,9,49,24,0,2,Mid Value / Moderate
CUS-001193,14,113.15,1648.0,One year,High,7,93,43,0,0,High Value / Loyal
CUS-001194,30,97.73,2940.33,Month-to-month,High,4,38,35,1,3,New / At-Risk
CUS-001195,68,47.53,3242.05,Two year,Low,8,36,9,1,2,Mid Value / Moderate
CUS-001196,18,130.64,2445.96,Month-to-month,Medium,0,54,54,0,3,New / At-Risk
CUS-001197,62,75.56,4748.66,Month-to-month,Medium,2,9,49,0,2,Mid Value / Moderate
CUS-001198,37,145.06,5386.8,One year,High,7,42,30,0,1,Low Value / Dormant
CUS-001199,25,113.98,2920.42,Month-to-month,High,4,96,50,1,0,High Value / Loyal
CUS-001200,48,103.79,4850.1,Month-to-month,Low,1,82,19,0,1,Low Value / Dormant
CUS-001201,65,114.69,7736.65,Month-to-month,High,9,24,4,0,1,Low Value / Dormant
CUS-001202,53,82.15,4367.77,Month-to-month,High,8,40,27,1,2,Mid Value / Moderate
CUS-001203,15,85.68,1298.49,One year,Medium,0,82,33,0,0,High Value / Loyal
CUS-001204,49,130.66,6139.67,Month-to-month,Medium,2,8,38,1,1,Low Value / Dormant
CUS-001205,68,108.52,7238.84,Month-to-month,Medium,3,54,37,1,1,Low Value / Dormant
CUS-001206,12,136.64,1627.69,Month-to-month,High,6,11,15,1,3,New / At-Risk
CUS-001207,59,135.81,7943.66,Month-to-month,Medium,3,99,14,1,1,Low Value / Dormant
CUS-001208,37,146.94,5588.22,One year,Medium,1,88,40,0,1,Low Value / Dormant
CUS-001209,61,111.03,6625.28,Month-to-month,High,1,77,38,0,1,Low Value / Dormant
CUS-001210,43,85.3,3551.27,Two year,Medium,9,95,41,1,0,High Value / Loyal
CUS-001211,70,41.62,2937.51,Month-to-month,Low,0,56,25,0,2,Mid Value / Moderate
CUS-001212,39,111.7,4406.38,Month-to-month,Low,6,94,29,1,1,Low Value / Dormant
CUS-001213,56,57.91,3119.98,One year,Low,8,29,1,1,2,Mid Value / Moderate
CUS-001214,63,56.78,3399.36,Month-to-month,Medium,9,42,2,0,2,Mid Value / Moderate
CUS-001215,46,50.98,2442.9,Month-to-month,Medium,1,6,18,0,2,Mid Value / Moderate
CUS-001216,11,133.77,1409.57,Month-to-month,High,6,3,55,1,3,New / At-Risk
CUS-001217,62,132.84,8563.47,Month-to-month,High,7,92,23,0,1,Low Value / Dormant
CUS-001218,25,102.03,2524.95,One year,High,2,74,2,0,0,High Value / Loyal
CUS-001219,71,81.49,5874.17,One year,High,3,98,39,0,1,Low Value / Dormant
CUS-001220,52,107.37,5407.96,Month-to-month,Medium,8,65,4,1,1,Low Value / Dormant
CUS-001221,4,98.94,408.58,One year,Medium,3,12,58,1,3,New / At-Risk
CUS-001222,59,74.05,4228.97,Two year,Medium,5,36,31,0,2,Mid Value / Moderate
CUS-001223,20,69.35,1371.3,Two year,Low,7,56,51,0,0,High Value / Loyal
CUS-001224,63,69.76,4279.95,Month-to-month,High,9,52,30,0,2,Mid Value / Moderate
CUS-001225,54,96.59,5391.75,Month-to-month,Medium,1,32,11,0,1,Low Value / Dormant
CUS-001226,57,104.2,6152.05,Month-to-month,Low,0,56,42,1,1,Low Value / Dormant
CUS-001227,41,78.73,,Month-to-month,Medium,6,11,35,1,3,New / At-Risk
CUS-001228,3,145.93,429.36,Month-to-month,Medium,0,1,35,1,3,New / At-Risk
CUS-001229,6,30.9,190.47,Month-to-month,Low,3,6,30,1,3,New / At-Risk
CUS-001230,5,65.12,337.9,Month-to-month,Medium,4,91,32,0,0,High Value / Loyal
CUS-001231,5,74.48,377.02,One year,High,1,79,58,0,0,High Value / Loyal
CUS-001232,54,22.2,1250.02,Month-to-month,High,9,74,6,1,2,Mid Value / Moderate
CUS-001233,47,67.44,3132.81,Month-to-month,High,3,24,58,1,2,Mid Value / Moderate
CUS-001234,49,55.58,2628.72,Month-to-month,Medium,9,72,25,0,2,Mid Value / Moderate
CUS-001235,9,85.78,747.33,One year,Medium,6,81,25,1,0,High Value / Loyal
CUS-001236,20,63.73,1296.32,One year,High,3,24,19,0,3,New / At-Risk
CUS-001237,61,114.4,6914.09,Two year,High,0,77,33,0,1,Low Value / Dormant
CUS-001238,35,86.29,2916.39,Two year,Medium,9,9,32,0,3,New / At-Risk
CUS-001239,50,36.87,1805.15,One year,High,3,59,18,1,2,Mid Value / Moderate
CUS-001240,62,117.51,7307.79,Two year,Medium,5,70,16,0,1,Low Value / Dormant
CUS-001241,17,32.9,538.12,Month-to-month,Low,4,93,42,0,0,High Value / Loyal
CUS-001242,3,129.08,368.0,One year,High,3,23,36,0,3,New / At-Risk
CUS-001243,32,141.08,4703.11,One year,Medium,1,86,5,0,1,Low Value / Dormant
CUS-001244,13,61.92,789.23,One year,Medium,9,85,58,0,0,High Value / Loyal
CUS-001245,68,140.4,9281.21,Month-to-month,Medium,5,17,21,0,1,Low Value / Dormant
CUS-001246,14,123.09,1757.48,Month-to-month,Low,5,98,37,1,0,High Value / Loyal
CUS-001247,11,139.92,1593.47,Month-to-month,Medium,5,90,54,0,0,High Value / Loyal
CUS-001248,56,106.62,6049.42,One year,Low,3,25,16,0,1,Low Value / Dormant
CUS-001249,67,50.63,3309.17,Two year,Low,7,38,19,1,2,Mid Value / Moderate
CUS-001250,29,136.29,4095.28,Month-to-month,Medium,0,3,41,1,3,New / At-Risk
CUS-001251,9,43.95,396.0,Two year,Medium,9,67,41,1,0,High Value / Loyal
CUS-001252,67,47.7,3157.79,Month-to-month,High,7,14,40,1,2,Mid Value / Moderate
CUS-001253,25,55.24,1395.42,Two year,High,7,10,25,0,3,New / At-Risk
CUS-001254,42,59.55,2551.36,Two year,Low,4,66,27,1,2,Mid Value / Moderate
CUS-001255,9,86.88,789.28,Month-to-month,High,8,71,49,1,0,High Value / Loyal
CUS-001256,40,112.75,4699.51,Month-to-month,Medium,8,14,44,1,1,Low Value / Dormant
CUS-001257,25,140.41,3555.11,Month-to-month,Medium,9,81,7,1,0,High Value / Loyal
CUS-001258,5,31.5,163.45,Two year,Low,3,10,42,0,3,New / At-Risk
CUS-001259,11,144.07,1598.53,Month-to-month,Medium,1,99,6,1,0,High Value / Loyal
CUS-001260,59,139.77,8106.09,One year,High,0,49,6,0,1,Low Value / Dormant
CUS-001261,38,27.02,1030.07,Month-to-month,Medium,7,91,28,0,0,High Value / Loyal
CUS-001262,5,66.84,320.38,Two year,Low,7,62,2,0,0,High Value / Loyal
CUS-001263,48,125.71,5871.2,Month-to-month,Medium,6,48,15,1,1,Low Value / Dormant
CUS-001264,18,99.5,1838.77,Month-to-month,Medium,2,3,12,1,3,New / At-Risk
CUS-001265,70,121.28,8626.84,Month-to-month,Medium,2,47,49,1,1,Low Value / Dormant
CUS-001266,37,113.47,4058.54,Month-to-month,High,9,60,17,1,1,Low Value / Dormant
CUS-001267,60,84.58,5043.35,Month-to-month,High,7,25,43,1,1,Low Value / Dormant
CUS-001268,48,25.36,1173.62,One year,High,7,7,12,1,2,Mid Value / Moderate
CUS-001269,28,95.95,2782.34,Month-to-month,High,1,77,30,1,0,High Value / Loyal
CUS-001270,69,26.31,1744.68,One year,Low,0,39,2,0,2,Mid Value / Moderate
CUS-001271,40,98.48,4000.14,Month-to-month,Low,0,43,29,0,1,Low Value / Dormant
CUS-001272,45,124.05,5642.14,Month-to-month,Medium,0,46,2,0,1,Low Value / Dormant
CUS-001273,62,96.05,5938.82,Month-to-month,Low,2,89,25,1,1,Low Value / Dormant
CUS-001274,58,149.61,8485.11,One year,High,0,43,1,0,1,Low Value / Dormant
CUS-001275,67,79.26,5259.59,Month-to-month,Low,7,29,38,1,1,Low Value / Dormant
CUS-001276,56,117.35,6772.81,Month-to-month,Medium,7,83,33,0,1,Low Value / Dormant
CUS-001277,40,106.74,4381.18,One year,Medium,8,86,37,1,1,Low Value / Dormant
CUS-001278,40,148.89,6097.67,Month-to-month,Medium,3,66,12,1,1,Low Value / Dormant
CUS-001279,33,112.72,3812.64,One year,Medium,7,86,10,0,0,High Value / Loyal
CUS-001280,6,41.32,239.11,Month-to-month,High,6,99,36,1,0,High Value / Loyal
CUS-001281,19,144.22,2630.28,Month-to-month,Medium,3,98,6,1,0,High Value / Loyal
CUS-001282,40,106.81,4426.89,One year,Medium,0,69,42,0,1,Low Value / Dormant
CUS-001283,59,27.71,1690.26,Month-to-month,Low,2,27,26,1,2,Mid Value / Moderate
CUS-001284,59,105.48,6336.39,Month-to-month,Low,7,82,6,1,1,Low Value / Dormant
CUS-001285,48,134.81,6539.19,One year,Low,7,3,7,0,1,Low Value / Dormant
CUS-001286,41,95.02,3843.77,Month-to-month,Medium,1,56,35,0,1,Low Value / Dormant
CUS-001287,13,66.02,834.61,One year,Medium,6,64,41,0,0,High Value / Loyal
CUS-001288,45,126.72,5797.92,Two year,Low,0,21,28,0,1,Low Value / Dormant
CUS-001289,53,121.73,6717.98,One year,Medium,3,24,20,0,1,Low Value / Dormant
CUS-001290,42,90.74,3787.22,Month-to-month,Low,6,90,25,1,0,High Value / Loyal
CUS-001291,63,40.07,2474.55,One year,Medium,3,20,19,0,2,Mid Value / Moderate
CUS-001292,27,52.63,1388.39,Month-to-month,Medium,3,52,28,0,0,High Value / Loyal
CUS-001293,38,116.0,4198.15,Month-to-month,High,6,13,14,0,3,New / At-Risk
CUS-001294,60,124.79,7502.65,Two year,Medium,0,70,22,0,1,Low Value / Dormant
CUS-001295,7,56.3,413.37,Month-to-month,Medium,4,90,14,1,0,High Value / Loyal
CUS-001296,5,67.84,349.88,Month-to-month,Medium,5,43,50,1,3,New / At-Risk
CUS-001297,45,30.09,1407.97,Month-to-month,Low,6,94,9,1,2,Mid Value / Moderate
CUS-001298,58,112.75,6618.74,Two year,High,6,78,1,0,1,Low Value / Dormant
CUS-001299,31,20.47,633.24,Month-to-month,Medium,6,37,47,1,2,Mid Value / Moderate
CUS-001300,23,26.05,628.55,Month-to-month,High,1,30,51,1,3,New / At-Risk
CUS-001301,42,20.56,859.15,One year,High,5,15,29,1,2,Mid Value / Moderate
CUS-001302,10,103.89,1082.22,One year,High,8,83,36,0,0,High Value / Loyal
CUS-001303,32,74.26,2438.55,Month-to-month,High,6,75,26,0,0,High Value / Loyal
CUS-001304,53,58.68,3057.53,Two year,Medium,6,84,16,0,2,Mid Value / Moderate
CUS-001305,30,138.65,4160.81,Month-to-month,Low,1,25,2,0,1,Low Value / Dormant
CUS-001306,39,45.06,1737.18,Month-to-month,Low,6,38,7,0,2,Mid Value / Moderate
CUS-001307,31,70.62,2109.52,Month-to-month,High,8,43,42,0,3,New / At-Risk
CUS-001308,2,142.24,280.41,One year,Medium,2,30,36,1,3,New / At-Risk
CUS-001309,12,75.52,941.54,Month-to-month,Low,1,40,48,1,3,New / At-Risk
CUS-001310,39,92.11,3683.05,Two year,Medium,5,59,3,0,2,Mid Value / Moderate
CUS-001311,66,30.44,1964.6,Two year,Medium,1,23,23,0,2,Mid Value / Moderate
CUS-001312,13,122.72,1574.31,Month-to-month,Medium,0,44,28,0,3,New / At-Risk
CUS-001313,46,74.96,3488.25,Two year,Medium,9,81,7,1,2,Mid Value / Moderate
CUS-001314,27,124.07,3321.72,Month-to-month,Medium,3,1,33,1,3,New / At-Risk
CUS-001315,17,52.99,901.17,Month-to-month,Medium,8,78,47,0,0,High Value / Loyal
CUS-001316,60,74.92,4584.42,One year,Medium,9,82,8,1,2,Mid Value / Moderate
CUS-001317,64,122.25,7798.46,One year,Low,2,41,57,0,1,Low Value / Dormant
CUS-001318,35,146.6,4972.58,One year,High,2,62,16,0,1,Low Value / Dormant
CUS-001319,70,27.75,1946.59,Month-to-month,Medium,5,60,9,1,2,Mid Value / Moderate
CUS-001320,30,125.62,3714.36,Two year,Medium,5,80,23,0,0,High Value / Loyal
CUS-001321,71,59.09,4107.57,One year,Medium,7,10,55,0,2,Mid Value / Moderate
CUS-001322,63,91.6,5671.4,Month-to-month,Medium,9,73,44,1,1,Low Value / Dormant
CUS-001323,28,57.71,1606.08,Two year,Medium,5,78,21,0,0,High Value / Loyal
CUS-001324,60,99.75,6216.26,Two year,Medium,7,66,16,0,1,Low Value / Dormant
CUS-001325,37,65.99,2498.94,Month-to-month,Medium,7,57,30,1,2,Mid Value / Moderate
CUS-001326,22,63.37,1417.54,One year,Low,6,42,43,1,3,New / At-Risk
CUS-001327,68,24.93,1690.5,Two year,High,4,54,8,1,2,Mid Value / Moderate
CUS-001328,20,39.1,743.14,Two year,Medium,3,85,14,0,0,High Value / Loyal
